"price"	"totsp"	"livesp"	"kitsp"	"dist"	"metrdist"
170 	 100 	 57 	 14 	 12.0 	 10
170 	 80 	 53 	 9 	 8.0 	 3
81 	 54 	 36 	 6 	 10.0 	 10
78 	 52 	 34 	 6 	 13.0 	 15
165 	 78 	 47 	 9 	 5.0 	 10
123 	 79 	 45 	 13 	 9.0 	 20
118 	 84 	 48 	 9 	 12.7 	 5
115 	 78 	 54 	 8 	 11.5 	 10
131 	 78 	 46 	 10 	 17.0 	 5
126 	 84 	 56 	 9 	 3.5 	 4
94 	 64 	 45 	 7 	 14.5 	 10
118 	 74 	 52 	 9 	 7.5 	 7
129 	 99 	 55 	 11 	 10.5 	 15
155 	 85 	 49 	 9 	 12.0 	 5
371 	 120 	 59 	 15 	 7.0 	 10
125 	 78 	 60 	 11 	 14.5 	 10
95 	 54 	 38 	 6 	 10.5 	 5
125 	 67 	 46 	 8 	 12.5 	 15
90 	 57 	 43 	 6 	 12.0 	 5
128 	 85 	 52 	 10 	 14.5 	 10
110 	 65 	 41 	 11 	 12.5 	 15
104 	 80 	 45 	 13 	 13.0 	 5
95 	 67 	 41 	 9 	 13.5 	 7
87 	 57 	 45 	 6 	 12.0 	 15
115 	 80 	 48 	 12 	 12.7 	 5
120 	 68 	 47 	 8 	 12.5 	 5
153 	 86 	 55 	 10 	 6.5 	 5
73 	 54 	 35 	 5 	 10.5 	 3
105 	 77 	 40 	 10 	 12.0 	 15
127 	 77 	 46 	 10 	 12.5 	 10
99 	 60 	 44 	 6 	 12.5 	 10
170 	 85 	 50 	 9 	 13.5 	 9
110 	 51 	 34 	 6 	 3.5 	 7
145 	 78 	 44 	 10 	 3.5 	 2
70 	 50 	 32 	 5 	 11.5 	 7
120 	 100 	 63 	 9 	 13.0 	 7
115 	 77 	 45 	 7 	 9.0 	 5
220 	 83 	 53 	 9 	 4.5 	 5
125 	 75 	 46 	 10 	 14.5 	 7
167 	 74 	 43 	 10 	 14.5 	 7
132 	 74 	 53 	 7 	 4.5 	 7
101 	 77 	 45 	 13 	 13.0 	 10
160 	 86 	 51 	 8 	 12.0 	 2
123 	 66 	 43 	 8 	 10.0 	 5
120 	 66 	 40 	 19 	 7.5 	 10
150 	 97 	 63 	 11 	 10.0 	 7
85 	 60 	 38 	 6 	 17.0 	 7
96 	 65 	 45 	 7 	 12.5 	 15
95 	 56 	 39 	 5 	 9.0 	 7
94 	 64 	 45 	 6 	 12.5 	 12
165 	 79 	 53 	 9 	 8.0 	 15
110 	 77 	 46 	 8 	 12.0 	 12
105 	 54 	 34 	 6 	 3.5 	 7
120 	 80 	 45 	 13 	 12.0 	 10
105 	 69 	 43 	 6 	 17.0 	 5
115 	 64 	 45 	 7 	 13.5 	 5
90 	 56 	 40 	 5 	 12.5 	 5
151 	 111 	 64 	 16 	 14.5 	 10
118 	 72 	 43 	 10 	 12.7 	 2
113 	 73 	 52 	 8 	 7.5 	 5
80 	 60 	 44 	 6 	 13.5 	 10
100 	 78 	 44 	 8 	 13.5 	 20
80 	 60 	 44 	 6 	 13.5 	 10
85 	 60 	 40 	 7 	 12.0 	 5
90 	 65 	 45 	 7 	 12.0 	 7
132 	 69 	 44 	 8 	 8.0 	 10
92 	 63 	 38 	 8 	 12.0 	 10
90 	 57 	 38 	 6 	 7.5 	 6
220 	 100 	 49 	 13 	 14.5 	 10
132 	 77 	 43 	 8 	 12.5 	 5
115 	 69 	 46 	 6 	 12.0 	 5
108 	 66 	 44 	 9 	 12.0 	 5
85 	 59 	 44 	 6 	 9.0 	 5
115 	 76 	 45 	 10 	 12.0 	 15
74 	 60 	 43 	 6 	 13.5 	 5
86 	 54 	 36 	 6 	 9.0 	 15
77 	 58 	 42 	 6 	 12.5 	 5
82 	 62 	 44 	 6 	 13.5 	 10
260 	 80 	 46 	 12 	 9.0 	 2
123 	 70 	 47 	 8 	 12.0 	 7
160 	 98 	 50 	 12 	 10.0 	 10
130 	 73 	 52 	 7 	 11.0 	 5
77 	 61 	 45 	 6 	 13.5 	 5
113 	 75 	 45 	 10 	 12.0 	 7
79 	 60 	 44 	 6 	 15.5 	 15
160 	 72 	 50 	 9 	 7.5 	 5
150 	 80 	 53 	 8 	 9.0 	 3
115 	 74 	 45 	 10 	 13.0 	 15
85 	 55 	 42 	 6 	 14.5 	 5
151 	 102 	 70 	 9 	 10.5 	 12
127 	 77 	 40 	 11 	 13.0 	 10
165 	 65 	 45 	 9 	 9.0 	 10
170 	 79 	 50 	 9 	 4.5 	 2
128 	 70 	 50 	 8 	 5.0 	 5
89 	 58 	 42 	 6 	 9.0 	 10
160 	 119 	 68 	 10 	 11.0 	 7
179 	 65 	 45 	 8 	 9.0 	 5
80 	 52 	 36 	 6 	 10.5 	 15
115 	 59 	 39 	 6 	 10.0 	 10
75 	 55 	 39 	 6 	 10.0 	 10
110 	 77 	 40 	 11 	 12.7 	 15
78 	 56 	 38 	 6 	 13.5 	 5
207 	 134 	 77 	 21 	 15.5 	 5
141 	 113 	 58 	 13 	 13.5 	 10
98 	 56 	 33 	 6 	 8.0 	 10
140 	 56 	 40 	 5 	 9.0 	 5
134 	 69 	 47 	 8 	 5.0 	 10
299 	 100 	 65 	 11 	 9.0 	 10
225 	 80 	 53 	 9 	 7.0 	 5
150 	 78 	 44 	 10 	 14.5 	 15
142 	 70 	 47 	 8 	 7.5 	 5
98 	 60 	 43 	 7 	 13.5 	 10
108 	 76 	 45 	 10 	 12.0 	 10
190 	 77 	 54 	 9 	 9.0 	 5
130 	 74 	 48 	 12 	 12.0 	 15
83 	 60 	 42 	 6 	 12.0 	 7
77 	 60 	 43 	 6 	 12.0 	 6
100 	 64 	 38 	 8 	 14.5 	 15
140 	 81 	 55 	 8 	 9.0 	 7
110 	 75 	 53 	 10 	 10.5 	 15
135 	 78 	 44 	 10 	 15.5 	 10
280 	 145 	 66 	 16 	 12.7 	 3
114 	 75 	 54 	 7 	 12.0 	 7
117 	 76 	 43 	 10 	 12.0 	 5
210 	 71 	 45 	 6 	 9.0 	 1
190 	 81 	 51 	 14 	 9.0 	 3
131 	 74 	 43 	 10 	 13.5 	 15
120 	 75 	 48 	 11 	 3.0 	 15
115 	 85 	 52 	 10 	 12.0 	 10
100 	 65 	 39 	 8 	 14.5 	 10
103 	 74 	 43 	 10 	 13.0 	 7
75 	 56 	 38 	 6 	 10.0 	 7
78 	 56 	 39 	 6 	 12.0 	 5
80 	 56 	 37 	 6 	 10.0 	 1
102 	 58 	 41 	 6 	 11.0 	 5
120 	 65 	 44 	 8 	 9.0 	 5
89 	 60 	 44 	 6 	 10.5 	 3
270 	 105 	 74 	 10 	 5.0 	 1
97 	 80 	 48 	 8 	 13.0 	 5
134 	 83 	 44 	 10 	 13.0 	 10
95 	 66 	 39 	 8 	 14.5 	 15
95 	 72 	 43 	 12 	 12.7 	 10
84 	 59 	 45 	 5 	 10.0 	 15
88 	 59 	 44 	 6 	 13.5 	 10
145 	 75 	 45 	 10 	 7.0 	 15
73 	 51 	 34 	 6 	 7.0 	 7
78 	 64 	 39 	 8 	 7.0 	 10
227 	 104 	 54 	 10 	 10.5 	 8
135 	 72 	 45 	 10 	 14.5 	 2
123 	 58 	 40 	 7 	 13.5 	 5
110 	 80 	 46 	 10 	 12.0 	 15
82 	 57 	 46 	 6 	 12.0 	 10
164 	 72 	 48 	 7 	 3.5 	 5
130 	 68 	 41 	 10 	 10.5 	 5
130 	 75 	 45 	 8 	 11.0 	 10
95 	 65 	 39 	 8 	 12.0 	 15
110 	 70 	 40 	 6 	 12.0 	 2
120 	 56 	 42 	 6 	 12.0 	 5
95 	 64 	 40 	 8 	 15.5 	 15
170 	 87 	 58 	 8 	 7.5 	 7
178 	 80 	 54 	 9 	 3.0 	 5
112 	 74 	 52 	 7 	 11.0 	 5
128 	 57 	 38 	 6 	 9.0 	 5
230 	 85 	 58 	 13 	 3.0 	 5
130 	 74 	 50 	 8 	 10.5 	 5
85 	 50 	 35 	 6 	 11.0 	 8
103 	 64 	 44 	 10 	 15.5 	 7
92 	 85 	 53 	 10 	 12.0 	 15
173 	 80 	 50 	 8 	 6.0 	 10
130 	 73 	 47 	 9 	 11.0 	 10
160 	 86 	 56 	 9 	 6.0 	 2
138 	 79 	 47 	 10 	 7.0 	 10
120 	 69 	 40 	 9 	 13.5 	 15
97 	 53 	 34 	 6 	 9.0 	 5
107 	 75 	 44 	 10 	 12.7 	 10
130 	 77 	 45 	 10 	 12.0 	 7
83 	 55 	 38 	 7 	 11.0 	 10
177 	 103 	 54 	 11 	 9.0 	 5
105 	 61 	 38 	 8 	 17.0 	 5
72 	 54 	 35 	 6 	 13.5 	 10
140 	 75 	 46 	 9 	 10.5 	 10
155 	 75 	 44 	 10 	 9.0 	 5
100 	 77 	 45 	 8 	 12.0 	 15
85 	 67 	 46 	 6 	 12.0 	 15
105 	 66 	 48 	 8 	 12.0 	 1
165 	 74 	 46 	 10 	 5.0 	 10
220 	 98 	 60 	 9 	 4.5 	 10
86 	 58 	 38 	 8 	 11.5 	 7
185 	 73 	 45 	 8 	 3.0 	 2
122 	 79 	 48 	 10 	 12.7 	 12
185 	 68 	 47 	 8 	 4.5 	 5
137 	 76 	 50 	 15 	 11.0 	 7
73 	 50 	 35 	 7 	 17.0 	 5
110 	 77 	 46 	 9 	 15.5 	 3
156 	 70 	 48 	 7 	 9.0 	 2
133 	 83 	 46 	 12 	 13.5 	 10
78 	 59 	 42 	 6 	 12.5 	 10
132 	 88 	 55 	 14 	 17.0 	 5
109 	 66 	 46 	 8 	 15.5 	 5
194 	 106 	 60 	 17 	 9.0 	 5
112 	 77 	 45 	 10 	 17.0 	 10
105 	 75 	 45 	 10 	 12.0 	 5
135 	 75 	 46 	 10 	 7.0 	 12
165 	 69 	 47 	 7 	 4.5 	 5
162 	 90 	 53 	 13 	 10.0 	 7
110 	 60 	 40 	 7 	 9.0 	 7
115 	 79 	 45 	 13 	 13.0 	 7
130 	 79 	 46 	 10 	 13.0 	 10
119 	 75 	 46 	 10 	 12.0 	 7
110 	 60 	 45 	 6 	 12.0 	 5
171 	 90 	 63 	 10 	 10.5 	 3
145 	 96 	 56 	 9 	 11.0 	 15
142 	 70 	 45 	 9 	 3.5 	 3
75 	 59 	 43 	 5 	 13.5 	 10
139 	 80 	 48 	 10 	 10.5 	 15
250 	 78 	 47 	 10 	 10.5 	 7
150 	 78 	 46 	 10 	 9.0 	 10
80 	 58 	 43 	 6 	 11.5 	 10
95 	 60 	 46 	 5 	 10.5 	 5
120 	 67 	 45 	 7 	 13.5 	 10
92 	 57 	 40 	 6 	 12.5 	 2
78 	 51 	 34 	 6 	 13.0 	 5
71 	 49 	 34 	 6 	 10.0 	 10
82 	 61 	 40 	 6 	 13.5 	 10
125 	 75 	 45 	 10 	 13.5 	 10
200 	 90 	 60 	 10 	 12.0 	 10
114 	 75 	 45 	 10 	 12.7 	 15
110 	 75 	 45 	 10 	 12.0 	 5
127 	 82 	 50 	 10 	 10.5 	 7
150 	 81 	 54 	 9 	 9.0 	 5
123 	 74 	 48 	 10 	 12.5 	 15
91 	 62 	 38 	 7 	 13.5 	 7
82 	 58 	 35 	 11 	 12.5 	 10
78 	 52 	 35 	 6 	 12.0 	 10
116 	 85 	 45 	 10 	 12.0 	 15
151 	 86 	 54 	 10 	 10.5 	 5
92 	 60 	 40 	 6 	 12.0 	 10
105 	 68 	 46 	 8 	 12.0 	 15
93 	 62 	 37 	 8 	 12.5 	 10
110 	 60 	 44 	 6 	 7.0 	 5
103 	 64 	 40 	 8 	 17.0 	 5
95 	 65 	 45 	 7 	 14.5 	 12
99 	 72 	 50 	 9 	 7.5 	 10
530 	 150 	 80 	 15 	 7.5 	 7
120 	 82 	 44 	 11 	 12.7 	 12
99 	 65 	 44 	 7 	 10.5 	 5
110 	 63 	 38 	 8 	 17.0 	 10
135 	 81 	 48 	 8 	 15.5 	 7
114 	 93 	 51 	 12 	 10.0 	 7
90 	 60 	 43 	 6 	 13.5 	 5
82 	 70 	 40 	 8 	 17.0 	 7
113 	 91 	 52 	 9 	 6.5 	 10
153 	 87 	 55 	 10 	 6.5 	 5
115 	 80 	 48 	 11 	 12.7 	 5
143 	 74 	 45 	 11 	 11.0 	 5
84 	 76 	 45 	 10 	 17.0 	 10
87 	 56 	 37 	 6 	 7.0 	 7
150 	 87 	 55 	 10 	 12.0 	 3
131 	 74 	 42 	 10 	 13.5 	 10
95 	 64 	 45 	 7 	 14.5 	 10
114 	 75 	 44 	 10 	 12.7 	 7
116 	 75 	 44 	 13 	 12.0 	 10
89 	 60 	 44 	 6 	 14.5 	 7
82 	 62 	 32 	 7 	 6.0 	 5
110 	 74 	 44 	 10 	 13.0 	 7
170 	 78 	 51 	 9 	 10.5 	 10
95 	 77 	 45 	 10 	 13.0 	 5
112 	 74 	 44 	 11 	 12.7 	 10
84 	 58 	 43 	 5 	 12.0 	 15
138 	 66 	 44 	 9 	 4.5 	 3
73 	 77 	 45 	 10 	 5.0 	 7
91 	 78 	 45 	 10 	 17.0 	 10
84 	 58 	 42 	 6 	 13.0 	 15
139 	 72 	 45 	 9 	 10.5 	 7
92 	 63 	 39 	 8 	 15.5 	 5
130 	 57 	 42 	 6 	 4.5 	 5
82 	 55 	 34 	 5 	 10.5 	 5
105 	 63 	 42 	 8 	 12.0 	 15
135 	 74 	 44 	 10 	 10.5 	 7
80 	 59 	 39 	 6 	 8.0 	 15
145 	 71 	 43 	 8 	 9.0 	 5
310 	 100 	 62 	 17 	 4.5 	 15
145 	 85 	 52 	 11 	 14.5 	 5
110 	 86 	 53 	 9 	 10.5 	 5
120 	 77 	 45 	 10 	 7.0 	 10
88 	 55 	 36 	 6 	 9.0 	 5
109 	 67 	 45 	 11 	 13.5 	 5
125 	 77 	 45 	 10 	 12.0 	 10
180 	 83 	 53 	 8 	 10.5 	 5
110 	 75 	 44 	 10 	 17.0 	 5
85 	 65 	 43 	 5 	 7.5 	 5
163 	 115 	 66 	 15 	 13.5 	 10
79 	 56 	 37 	 6 	 11.5 	 5
110 	 76 	 50 	 8 	 13.0 	 10
135 	 76 	 50 	 8 	 10.5 	 15
143 	 93 	 57 	 9 	 10.5 	 5
82 	 56 	 42 	 6 	 10.0 	 10
129 	 76 	 48 	 10 	 12.5 	 5
105 	 66 	 40 	 8 	 12.5 	 5
115 	 66 	 40 	 8 	 12.5 	 5
145 	 82 	 47 	 10 	 14.5 	 15
85 	 65 	 43 	 10 	 12.0 	 5
120 	 76 	 45 	 10 	 13.0 	 10
109 	 79 	 45 	 13 	 14.5 	 7
162 	 90 	 61 	 10 	 10.5 	 3
105 	 57 	 42 	 6 	 3.0 	 15
148 	 92 	 61 	 10 	 10.5 	 15
90 	 60 	 40 	 8 	 13.5 	 5
81 	 56 	 41 	 5 	 6.0 	 10
105 	 66 	 44 	 7 	 13.5 	 7
112 	 66 	 41 	 8 	 17.0 	 5
160 	 93 	 59 	 6 	 12.5 	 15
90 	 60 	 40 	 7 	 13.5 	 9
79 	 54 	 36 	 6 	 12.5 	 10
101 	 65 	 44 	 8 	 11.5 	 7
98 	 72 	 44 	 7 	 11.5 	 7
220 	 103 	 49 	 13 	 14.5 	 10
117 	 85 	 44 	 10 	 12.0 	 10
92 	 61 	 44 	 6 	 12.5 	 5
132 	 76 	 43 	 8 	 12.5 	 5
90 	 58 	 43 	 6 	 17.0 	 10
100 	 58 	 42 	 5 	 12.0 	 10
95 	 60 	 43 	 6 	 9.0 	 5
146 	 80 	 46 	 10 	 7.5 	 10
165 	 76 	 52 	 9 	 8.0 	 2
86 	 55 	 40 	 5 	 7.0 	 2
75 	 56 	 37 	 5 	 10.0 	 5
140 	 80 	 51 	 7 	 7.5 	 7
115 	 81 	 50 	 8 	 13.0 	 10
115 	 78 	 48 	 10 	 12.0 	 10
107 	 77 	 46 	 10 	 12.0 	 10
158 	 78 	 48 	 9 	 9.0 	 4
372 	 158 	 80 	 20 	 10.5 	 10
100 	 64 	 41 	 7 	 12.0 	 5
115 	 68 	 46 	 8 	 13.5 	 10
99 	 60 	 39 	 8 	 12.0 	 5
84 	 58 	 42 	 5 	 7.5 	 15
140 	 70 	 45 	 10 	 9.0 	 10
155 	 73 	 49 	 9 	 10.5 	 15
105 	 66 	 46 	 11 	 12.0 	 7
83 	 50 	 34 	 6 	 15.5 	 5
79 	 65 	 45 	 7 	 6.0 	 7
123 	 74 	 44 	 12 	 9.0 	 7
131 	 79 	 45 	 12 	 14.5 	 5
120 	 80 	 45 	 9 	 12.7 	 15
93 	 57 	 43 	 5 	 12.5 	 15
86 	 59 	 43 	 6 	 17.0 	 5
94 	 65 	 45 	 7 	 14.5 	 10
105 	 53 	 36 	 5 	 7.5 	 10
205 	 93 	 66 	 9 	 9.0 	 10
140 	 67 	 46 	 9 	 8.0 	 15
135 	 76 	 44 	 9 	 5.0 	 7
99 	 63 	 43 	 9 	 13.5 	 7
105 	 77 	 54 	 8 	 10.5 	 12
150 	 66 	 47 	 9 	 7.0 	 3
170 	 75 	 55 	 8 	 9.0 	 7
165 	 65 	 45 	 9 	 9.0 	 10
113 	 63 	 42 	 9 	 7.0 	 5
82 	 60 	 42 	 7 	 13.5 	 5
80 	 59 	 43 	 6 	 13.5 	 5
137 	 76 	 50 	 9 	 11.0 	 7
250 	 100 	 50 	 15 	 12.7 	 5
115 	 76 	 54 	 9 	 13.0 	 5
127 	 74 	 42 	 9 	 12.0 	 5
105 	 78 	 45 	 10 	 13.0 	 10
180 	 81 	 50 	 11 	 7.5 	 5
81 	 56 	 39 	 6 	 11.5 	 10
115 	 77 	 50 	 9 	 6.0 	 10
112 	 73 	 51 	 8 	 10.5 	 7
